OBJECT_TYPE,GRID,TAGS,TEXTURE_RECT,RCI,SOUND_TIMER,SOUND_DURATION,TEXTURE_PATH
1,51/85/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/86/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/87/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/88/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/80/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/89/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/90/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/91/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/92/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/93/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/94/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/95/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/96/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/97/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/103/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/104/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/105/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/102/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/101/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/100/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/99/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/98/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/106/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/107/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/108/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/109/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-29/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-29/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-29/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-29/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-29/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-29/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-30/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-30/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-30/-22/,2/,0/0/50/150/,3/0/0/30/,0.006354,0.000000,resource/tile/Buildings.png
1,-30/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-30/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-30/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-30/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-30/-13/,2/,50/0/48/150/,10/0/0/150/,13.054159,13.041104,resource/tile/Buildings.png
1,-31/-23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-31/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-31/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-31/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-31/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-31/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-31/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-32/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-32/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-32/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-32/-23/,2/,0/0/50/150/,3/0/0/30/,13.046094,13.041104,resource/tile/Buildings.png
1,-33/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-33/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-33/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-34/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-34/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-34/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-35/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-35/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-35/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-36/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-36/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-36/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-37/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-37/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-37/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-38/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-38/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-38/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-39/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-39/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-39/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-39/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-40/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-40/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-40/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-40/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-40/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-41/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-41/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-41/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-41/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-41/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-42/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-42/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-42/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-42/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-43/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-43/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-43/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-43/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-44/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-44/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-44/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-44/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-45/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-45/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-45/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-45/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-46/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-46/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-46/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-46/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-47/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-47/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-47/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-47/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-48/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-48/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-48/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-48/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-49/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-49/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-49/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-49/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-50/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-50/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-50/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-50/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-50/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-51/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-51/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-51/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-51/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-51/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-52/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-52/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-52/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-52/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-52/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-52/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-53/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-53/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-53/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-53/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-53/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-53/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-53/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-81/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-81/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-81/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/100/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/98/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,52/-10/,2/,0/0/50/150/,3/0/0/30/,3.994786,13.041104,resource/tile/Buildings.png
1,52/74/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/75/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/76/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/77/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/78/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/79/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/80/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/81/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/82/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/83/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/84/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/85/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/86/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/87/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/88/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/89/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/90/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/91/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/92/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/93/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/94/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/95/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/96/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/97/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/99/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/101/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/102/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/103/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/104/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/105/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/106/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/107/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,52/108/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-82/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-82/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-82/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,53/-23/,2/,0/0/50/150/,3/0/0/30/,13.045197,13.041104,resource/tile/Buildings.png
2,53/-22/,2/,0/0/50/150/,3/0/0/30/,5.038266,13.041104,resource/tile/Buildings.png
2,53/-21/,2/,0/0/50/150/,3/0/0/30/,0.005981,0.000000,resource/tile/Buildings.png
1,53/75/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/76/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/77/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/79/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/78/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/86/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/85/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/84/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/83/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/82/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/81/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/80/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/87/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,53/88/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-83/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-83/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-83/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,54/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,54/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,54/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,54/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,54/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,54/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,54/-23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,54/-20/,4/,0/150/50/150/,0/0/10/300/,6.900042,6.888000,resource/tile/Buildings.png
3,54/-10/,3/4/,50/300/50/150/,0/15/2/220/,41.545200,65.447998,resource/tile/Buildings.png
3,54/-12/,3/4/,0/300/50/150/,0/3/1/50/,65.475883,65.447998,resource/tile/Buildings.png
2,54/-8/,2/,50/0/48/150/,10/0/0/150/,13.041677,13.041104,resource/tile/Buildings.png
2,54/-16/,2/,50/0/48/150/,10/0/0/150/,11.770617,13.041104,resource/tile/Buildings.png
1,-84/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-84/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-84/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,55/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,55/-10/,3/4/,0/300/50/150/,0/3/1/50/,0.007691,0.000000,resource/tile/Buildings.png
1,56/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,56/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,56/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,56/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,56/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,56/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,56/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,56/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,56/-21/,2/,50/0/48/150/,10/0/0/150/,0.005495,0.000000,resource/tile/Buildings.png
3,56/-12/,3/4/,50/300/50/150/,0/15/2/220/,49.119774,65.447998,resource/tile/Buildings.png
2,56/-13/,2/,50/0/48/150/,10/0/0/150/,13.060658,13.041104,resource/tile/Buildings.png
1,57/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,57/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,57/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,57/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,57/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,58/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,58/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,58/-2/,2/,50/0/48/150/,10/0/0/150/,13.052108,13.041104,resource/tile/Buildings.png
1,58/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,58/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,58/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,58/-23/,4/,0/150/50/150/,0/0/10/300/,0.011286,0.000000,resource/tile/Buildings.png
2,58/-10/,2/,50/0/48/150/,10/0/0/150/,13.052221,13.041104,resource/tile/Buildings.png
1,59/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,59/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,59/-16/,2/,50/0/48/150/,10/0/0/150/,13.043074,13.041104,resource/tile/Buildings.png
2,59/-15/,2/,50/0/48/150/,10/0/0/150/,13.048969,13.041104,resource/tile/Buildings.png
1,59/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,59/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,59/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,59/-12/,2/,50/0/48/150/,10/0/0/150/,13.044422,13.041104,resource/tile/Buildings.png
1,-89/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-89/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-89/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,60/-23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-90/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-90/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-90/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,61/-25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-91/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-91/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-91/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,62/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,62/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,62/-16/,3/4/,50/300/50/150/,0/15/2/220/,49.239376,65.447998,resource/tile/Buildings.png
1,62/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,62/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,62/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,62/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,62/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,62/-20/,4/,0/150/50/150/,0/0/10/300/,6.896548,6.888000,resource/tile/Buildings.png
4,62/-19/,4/,0/150/50/150/,0/0/10/300/,6.892771,6.888000,resource/tile/Buildings.png
4,62/-17/,4/,0/150/50/150/,0/0/10/300/,6.892303,6.888000,resource/tile/Buildings.png
4,62/-15/,4/,0/150/50/150/,0/0/10/300/,4.770696,6.888000,resource/tile/Buildings.png
2,62/-13/,2/,0/0/50/150/,3/0/0/30/,13.048718,13.041104,resource/tile/Buildings.png
2,62/-11/,2/,0/0/50/150/,3/0/0/30/,13.041452,13.041104,resource/tile/Buildings.png
2,62/-10/,2/,0/0/50/150/,3/0/0/30/,13.050142,13.041104,resource/tile/Buildings.png
2,62/-9/,2/,50/0/48/150/,10/0/0/150/,4.535318,13.041104,resource/tile/Buildings.png
2,62/-8/,2/,50/0/48/150/,10/0/0/150/,13.054633,13.041104,resource/tile/Buildings.png
3,62/-6/,3/4/,0/300/50/150/,0/3/1/50/,50.880665,65.447998,resource/tile/Buildings.png
3,62/-2/,3/4/,50/300/50/150/,0/15/2/220/,0.005927,0.000000,resource/tile/Buildings.png
3,62/-3/,3/4/,50/300/50/150/,0/15/2/220/,0.005949,0.000000,resource/tile/Buildings.png
3,62/-4/,3/4/,50/300/50/150/,0/15/2/220/,0.005420,0.000000,resource/tile/Buildings.png
3,62/-5/,3/4/,50/300/50/150/,0/15/2/220/,65.449348,65.447998,resource/tile/Buildings.png
1,62/-25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,62/-22/,4/,0/150/50/150/,0/0/10/300/,6.901405,6.888000,resource/tile/Buildings.png
4,62/-23/,4/,0/150/50/150/,0/0/10/300/,0.006049,0.000000,resource/tile/Buildings.png
4,62/-24/,4/,0/150/50/150/,0/0/10/300/,3.115606,6.888000,resource/tile/Buildings.png
1,-92/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-92/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-92/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,63/-15/,2/4/,50/150/50/150/,2/0/30/1000/,6.889979,6.888000,resource/tile/Buildings.png
1,63/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,63/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,63/-19/,2/4/,50/150/50/150/,2/0/30/1000/,6.891667,6.888000,resource/tile/Buildings.png
4,63/-20/,4/,0/150/50/150/,0/0/10/300/,0.006439,0.000000,resource/tile/Buildings.png
2,63/-13/,2/,0/0/50/150/,3/0/0/30/,8.521881,13.041104,resource/tile/Buildings.png
2,63/-11/,2/,0/0/50/150/,3/0/0/30/,7.546679,13.041104,resource/tile/Buildings.png
2,63/-10/,2/,50/0/48/150/,10/0/0/150/,5.730574,13.041104,resource/tile/Buildings.png
